AuthorId,RecipeId,Time,HighCalories,HighProtein,LowFat,LowSugar,HighFiber
2001961913E,175621,2400.574638077593,0.0,Indifferent,0,Indifferent,0
2237229C,71732,2998.3978808613992,1,Indifferent,1,0,1
1717822D,110635,4497.960669220257,0.0,Yes,0,0,1
2001127421B,32789,3000.081726142467,1,Indifferent,0,0,1
728352B,65469,3898.6621156812257,0.0,Indifferent,0,0,1
966574D,130845,18900.202181953387,1,Yes,0,0,0
1593482E,250325,1200.5972882438143,1,Yes,1,0,1
257158A,415618,1499.9968280668816,0.0,Indifferent,1,0,1
2690260E,139518,900.6590078268529,1,Indifferent,0,0,1
2000077509C,346117,2999.1253860806405,0.0,Indifferent,0,0,0
2002788839E,205764,59399.353584626224,1,Indifferent,0,Indifferent,1
557801E,47453,899.8368359229395,0.0,Indifferent,1,0,0
2000715263C,27195,1799.3238420816458,1,Yes,0,0,0
2002103326C,49960,21901.522107153614,0.0,Indifferent,0,0,0
495817E,17227,1920.6040824925603,1,Yes,0,0,1
2002564704A,83205,2999.020308385546,1,Indifferent,0,Indifferent,1
2000113621C,307734,1200.0210267401865,0.0,Indifferent,1,0,0
2001379919B,15585,1500.833760227729,0.0,Yes,1,0,0
2000431795E,141437,4498.593232631382,0.0,Yes,0,Indifferent,0
2001965232D,331097,1380.757189404438,0.0,Yes,0,Indifferent,0
403342E,57824,1498.6499000600793,0.0,Yes,0,0,0
1088317C,26306,3899.9324535739784,1,Indifferent,0,Indifferent,0
1803431873C,350026,599.8206823562831,1,Indifferent,0,0,1
1801769364E,7332,5100.248436943599,0.0,Indifferent,1,Indifferent,0
1327411D,263485,1619.7951697956394,1,Indifferent,0,0,0
1169978B,67733,2399.954205556109,0.0,Yes,0,0,0
134584B,93023,1802.0761976847232,0.0,Indifferent,0,Indifferent,1
1791675A,142326,4198.1800036646055,0.0,Yes,0,0,0
57411E,273891,117.55883917235948,0.0,Indifferent,0,0,1
871396D,95546,1801.6689725428068,0.0,Yes,0,0,0
765130E,9728,2998.3696962741415,0.0,Indifferent,1,0,1
313091D,32731,900.0750851616913,1,Indifferent,1,0,1
2300639A,70538,120.4897071773596,0.0,Indifferent,0,0,1
2001034953D,115432,1862.055039445147,1,Indifferent,0,0,0
2002269520A,185929,4799.604922660511,0.0,Indifferent,0,0,0
312983B,225607,5700.913973006269,0.0,Indifferent,0,0,1
155271E,18914,3598.9575460319234,0.0,Yes,0,0,1
1802753809E,87612,3902.174242303285,0.0,Yes,1,Indifferent,0
2001417081B,487020,86459.82747864224,1,Indifferent,0,0,0
74017E,26217,2099.9971543317006,0.0,Indifferent,0,Indifferent,0
2001376005E,13776,11700.494159318076,1,Indifferent,0,Indifferent,0
2002072629E,133930,2100.7053495997734,0.0,Indifferent,0,0,1
502468B,359732,2099.195711720315,1,Yes,0,0,1
2000089072B,59780,6600.348065924656,0.0,Yes,0,0,0
40624730D,387261,1799.8828005382047,0.0,Indifferent,0,0,0
2002568527E,12410,2399.9109668740116,1,Yes,0,0,0
2000279861D,206849,2099.257735443351,0.0,Indifferent,1,0,1
161652C,261560,29099.69707544112,1,Yes,0,0,1
1120654E,15027,3901.593062727023,0.0,Yes,0,0,0
2001366433B,171163,2881.692072010159,0.0,Indifferent,0,Indifferent,1
140413D,133911,34199.01105179035,0.0,Indifferent,0,0,0
41047C,22181,2699.042675383811,1,Yes,1,Indifferent,1
1802687140D,312198,4200.127147116922,1,Yes,0,Indifferent,0
2000443342D,115423,11400.92147645509,0.0,Indifferent,1,Indifferent,0
2000141054B,470576,1801.3002397632802,0.0,Yes,1,Indifferent,1
2002593012A,50254,300.61638674704943,0.0,Yes,1,0,0
2001764654B,17375,9897.581689982282,0.0,Indifferent,0,0,0
832416A,114287,660.8227200512607,1,Yes,1,0,1
2001874898D,155754,7799.592909079131,1,Indifferent,0,0,1
2001841491D,245268,1260.1417483624955,0.0,Yes,1,0,0
155581E,62066,3600.422441673334,0.0,Yes,0,0,0
2001458411C,379064,900.6533228235334,0.0,Yes,0,Indifferent,0
2002283245B,257079,2099.7080051637613,1,Yes,0,0,0
272443B,316071,3299.08638234684,0.0,Yes,0,0,0
1749086E,268108,3000.811319567955,0.0,Yes,0,0,0
1983015C,86297,2880.976840981907,0.0,Yes,0,0,1
2001375990D,44232,11401.311646838223,1,Indifferent,1,Indifferent,1
855539B,9327,3900.506006961408,1,Yes,1,0,0
717003C,85408,60.10699859095639,0.0,Yes,0,0,1
88717E,15340,4200.385049016333,0.0,Indifferent,1,0,1
1802578171C,286794,2700.115827436181,0.0,Indifferent,0,0,1
36286E,104604,2400.0898078624027,0.0,Indifferent,0,0,0
490143C,201758,298.73104909016985,0.0,Yes,0,0,0
2000271130C,109556,1799.9141055260316,1,Yes,0,0,0
1038276C,26337,5400.07426271137,1,Yes,0,0,0
2002084345C,101839,598.9659923387368,0.0,Yes,1,0,1
104168A,119922,2699.551939046496,0.0,Indifferent,0,0,0
413839C,45,37799.2154606865,1,Yes,0,0,1
1800093616E,423788,7199.3413118474145,0.0,Indifferent,1,0,0
1800139161E,20083,1200.179725531367,0.0,Indifferent,0,Indifferent,0
1803461391E,288256,11998.56982771969,1,Indifferent,0,0,0
2002049654E,112556,28801.16912845965,0.0,Indifferent,0,0,1
41047C,106627,3299.5458264264394,1,Indifferent,0,0,0
1472978C,61368,2099.409255038356,1,Indifferent,0,Indifferent,1
2002226939E,254301,601.7352776009357,0.0,Indifferent,0,0,0
485734A,92756,3001.368330726386,1,Yes,0,Indifferent,0
1124123B,9272,1800.147569364482,1,Yes,0,0,0
225320B,320629,7499.255709564473,0.0,Indifferent,0,0,1
2472881A,27016,1198.476422152677,0.0,Indifferent,0,0,0
2001510816B,245591,1201.1310658324203,0.0,Indifferent,0,0,0
2001331568A,62092,1799.988382042184,1,Indifferent,0,Indifferent,0
2001645989D,165511,1799.450493690774,0.0,Yes,0,0,0
1800889625B,192446,300.6388349329278,0.0,Indifferent,0,0,0
613804B,85629,1202.1202763439558,0.0,Indifferent,1,0,1
1755276B,92871,1197.4686061878513,0.0,Yes,1,0,0
595604A,185618,2101.3829025793,0.0,Indifferent,0,0,1
1800349320B,311020,4199.529216490968,0.0,Yes,1,0,0
1112725B,139780,3000.7409560116757,0.0,Indifferent,1,0,0
2002159452E,5483,4798.547103911515,1,Indifferent,1,0,1
2308625A,236348,1800.0319819149536,0.0,Indifferent,0,Indifferent,0
2002662329E,155570,1259.628626521728,0.0,Yes,0,0,1
251644E,150863,3602.009121549213,0.0,Indifferent,1,Indifferent,0
2001709051C,59363,4501.412497414788,0.0,Yes,0,Indifferent,0
1585524C,168231,118.94034344768356,0.0,Yes,0,Indifferent,0
267821B,80323,2700.6971134297683,1,Indifferent,0,0,0
484178D,454468,4500.793841622665,0.0,Yes,0,Indifferent,0
321796E,21761,540.006512558905,1,Yes,1,0,0
298316C,130729,4198.646555209603,1,Indifferent,1,0,0
556104A,5018,4801.014161200475,0.0,Indifferent,1,0,1
2000333540A,468464,60.17190090126939,1,Indifferent,0,0,0
1800176478E,349529,1919.7212293074297,1,Indifferent,1,Indifferent,0
257406E,33919,18599.027157958782,0.0,Yes,0,Indifferent,1
751444B,392091,1501.2080239343718,1,Yes,1,0,0
62715D,273264,3600.157899556754,0.0,Indifferent,1,0,0
2001637435A,49748,1800.1493379075794,0.0,Indifferent,0,0,0
1803146927D,232788,1500.53615243231,0.0,Yes,0,Indifferent,1
2418706E,227758,900.7098310541958,0.0,Yes,1,Indifferent,1
2001952485A,160633,1200.6392649106865,0.0,Indifferent,0,0,0
163672D,36553,2700.007108526656,1,Indifferent,0,Indifferent,0
2919616E,115260,2102.378885071375,0.0,Yes,1,Indifferent,1
493556C,173802,119.8764138647669,0.0,Yes,0,Indifferent,1
1637766D,120403,2101.369918240437,0.0,Indifferent,0,0,0
2000635786D,208004,1801.3646987994002,0.0,Indifferent,0,Indifferent,0
229260B,248261,3600.3041120545295,1,Indifferent,0,0,0
323737B,60339,1799.5070796665525,1,Indifferent,0,Indifferent,0
706839B,108292,11701.948748556022,0.0,Yes,1,0,1
54728B,294620,1799.5644503449255,1,Indifferent,0,Indifferent,0
629859C,180805,3600.674537700772,0.0,Indifferent,0,0,1
2002298311B,259393,1499.2490058892813,0.0,Indifferent,0,0,0
2001350774D,57742,2999.744137079322,1,Indifferent,0,0,0
2000234778D,266077,2701.2864999402827,0.0,Indifferent,1,0,1
518537E,276983,2401.147889373875,0.0,Indifferent,1,0,0
2001544502E,23281,900.9557660156642,1,Indifferent,1,0,1
2075796A,47422,5400.959668645032,0.0,Indifferent,0,0,1
751444B,201513,4198.937050930416,0.0,Indifferent,0,0,1
981248D,225347,7200.120174135711,1,Indifferent,0,Indifferent,0
2002109066D,7811,599.8201020428337,1,Yes,0,0,1
1316485C,33778,3901.2909801342944,1,Yes,0,Indifferent,0
518537E,137539,900.3639712204101,0.0,Indifferent,1,0,1
39864A,35084,8398.43513265456,1,Indifferent,0,Indifferent,0
2002054249D,147497,6300.252656701508,0.0,Indifferent,0,Indifferent,0
1876255E,49011,720.6000277453323,1,Indifferent,0,Indifferent,0
40695A,43332,4199.194062913779,0.0,Yes,1,0,0
2001961001B,350554,3300.430501095633,1,Indifferent,1,0,0
1575742D,85252,2100.048229364291,1,Indifferent,1,0,0
2000974099C,13381,4499.373730038323,0.0,Indifferent,0,0,1
1015498B,45611,899.4761582261998,0.0,Indifferent,0,0,1
1091649A,272351,299.9804943970332,0.0,Yes,0,Indifferent,0
1302598A,288862,1679.2925975054004,0.0,Indifferent,1,Indifferent,0
948043A,39786,2700.482247125316,0.0,Indifferent,0,Indifferent,1
2000758272B,110846,1500.2635414161632,0.0,Indifferent,0,0,1
1510991A,43891,779.1179019001511,0.0,Yes,1,0,0
496096E,149376,2399.6092685032763,0.0,Yes,0,0,0
1803670857B,136409,299.70740698246726,1,Yes,0,0,1
886456C,184017,8101.292980168238,0.0,Yes,1,0,0
1801767826A,9723,8400.638654973522,1,Yes,0,Indifferent,1
2002314270C,192784,1439.0064943095792,0.0,Indifferent,0,0,1
891885A,167963,1797.5218269653965,1,Indifferent,1,0,0
141099A,17102,2399.553965093699,1,Indifferent,1,0,1
10008C,24345,7501.25234373168,0.0,Indifferent,0,0,1
89049C,251220,2400.4530268111166,0.0,Indifferent,1,Indifferent,1
34554D,28649,2698.756859551579,0.0,Indifferent,0,0,1
1472978C,78001,2998.9495846773666,0.0,Yes,0,Indifferent,0
2001952485A,327077,2100.396531743141,1,Indifferent,0,Indifferent,1
1001799A,158978,1498.4857580675005,0.0,Indifferent,0,0,0
387850E,183081,1801.733005613052,0.0,Indifferent,1,0,0
1133050E,291999,900.0090787435914,0.0,Indifferent,0,0,0
383533B,307575,3000.3582068302744,1,Indifferent,1,0,1
2958421A,40497,1499.5222274651296,1,Indifferent,0,Indifferent,1
2428450C,50876,4499.817918553648,0.0,Yes,0,Indifferent,0
844229C,171792,719.5924793567618,0.0,Indifferent,0,0,1
429692B,38668,2699.2829971276283,1,Indifferent,1,Indifferent,0
579335A,436703,32399.865896889725,0.0,Yes,0,0,1
2408897B,19250,3599.321105498534,0.0,Yes,0,0,1
147235C,233926,3600.0495435653743,1,Indifferent,0,0,1
927795E,169050,12601.279398515651,1,Indifferent,0,0,0
2002163706E,3745,300.08265082053595,0.0,Yes,0,0,1
356867D,105682,3299.4793418342983,0.0,Indifferent,0,0,0
39569B,78382,1200.8239669275215,0.0,Indifferent,0,0,1
893142A,71373,2700.6245443305847,0.0,Indifferent,0,Indifferent,0
2000121681C,291158,6601.291611703654,0.0,Yes,0,0,1
1316717E,391847,4800.988871102258,0.0,Yes,0,Indifferent,0
169132E,99476,3900.2496045376497,0.0,Indifferent,0,Indifferent,1
2001974156D,10744,2402.155084478961,1,Yes,0,0,0
2002307986E,325108,3301.0900516325214,1,Indifferent,1,0,0
360630E,381617,780.5160131405623,0.0,Yes,1,0,0
2001421597E,26485,1498.2728681969488,0.0,Yes,1,0,0
5793C,66929,598.0588302593477,1,Indifferent,0,0,0
2000414199D,25372,6598.045570262167,1,Indifferent,0,0,0
488773C,263405,2399.597670848093,1,Indifferent,0,Indifferent,0
2001503654D,39589,4199.156388040498,1,Yes,1,0,0
938954A,45875,22800.32272004942,0.0,Indifferent,1,0,1
2001886696C,58158,2998.818189519876,1,Yes,1,0,0
52911E,312803,121.77002982788336,0.0,Indifferent,0,Indifferent,0
2000195428C,24139,1979.615209971784,1,Yes,1,Indifferent,0
2559557D,29598,2398.87562711785,0.0,Yes,0,Indifferent,0
1930181E,370473,1919.654976550567,0.0,Indifferent,0,0,0
751444B,88567,2698.9897529362293,1,Yes,0,0,0
2002346480D,324748,897.6318491405268,0.0,Indifferent,1,Indifferent,0
2002030771E,243418,3600.5146769204857,1,Yes,1,0,0
179520E,26210,3900.2773949130496,0.0,Indifferent,1,0,1
1088317C,219526,420.20158511300855,0.0,Indifferent,1,0,0
1930181E,297130,1800.3438748502415,0.0,Indifferent,0,0,0
490143C,423491,15600.624874744806,0.0,Indifferent,0,Indifferent,0
2000293071E,117508,120.6954064904574,1,Indifferent,0,0,1
104168A,425102,1500.7556309129554,0.0,Yes,0,Indifferent,0
265073C,89204,19800.7705546766,0.0,Yes,0,0,1
2001834292A,30380,720.1939553860908,1,Yes,1,Indifferent,0
486029A,29679,19500.96087682809,1,Yes,0,0,0
2001923768A,226118,3299.2107336398344,1,Indifferent,0,0,1
335936B,244839,5702.038093064379,1,Yes,1,0,1
1137048B,226028,1499.5383033133414,1,Indifferent,1,0,0
1801537445B,151372,3600.7112380850754,0.0,Indifferent,1,0,1
2002429071E,45857,2399.619746626626,0.0,Yes,0,0,0
2000930378A,19135,2398.2824713337905,0.0,Indifferent,0,0,0
1847583A,26191,3600.390405119941,1,Yes,0,0,0
894813A,29838,14399.390579407482,0.0,Indifferent,0,0,0
595604A,251220,2398.5691728379024,0.0,Yes,1,0,1
2716577D,53041,4500.046593758664,1,Yes,0,0,0
1730072D,311538,2400.7391825446357,0.0,Yes,0,0,1
232184A,265942,1381.8053495591023,0.0,Indifferent,0,0,0
1321043C,16028,1019.5093311330342,1,Indifferent,0,0,1
2001997048E,244193,1200.8624127681271,1,Indifferent,0,Indifferent,0
1880189E,45809,14400.573025886672,0.0,Yes,0,Indifferent,0
1803144051A,304,2399.1165344927745,0.0,Indifferent,1,0,0
2002125975E,12458,2100.6364851070093,0.0,Yes,1,Indifferent,0
2244705D,245872,8998.790667055804,0.0,Indifferent,1,0,0
2612500D,71313,1199.9075718779627,0.0,Yes,0,0,0
95057E,82486,5399.555926047094,0.0,Yes,0,0,1
2951918B,211405,900.134332738234,0.0,Yes,0,Indifferent,0
2730802D,222188,2698.3113127720603,0.0,Indifferent,1,0,0
1801829864B,447228,300.257890469028,0.0,Yes,0,0,1
1991713A,201819,900.6454308279685,0.0,Indifferent,0,0,0
2001533060B,23095,1799.1616609293765,0.0,Indifferent,0,0,0
135894E,195514,2701.995038750961,1,Indifferent,0,Indifferent,1
625182D,336530,3300.3270286199604,0.0,Indifferent,1,0,1
2002198678A,20289,5398.890881754075,1,Indifferent,0,0,1
1713293D,33069,3598.885100210973,1,Yes,1,0,0
2001500753D,288307,3299.459072653416,0.0,Indifferent,0,Indifferent,1
2001645009A,107786,660.6277358488481,0.0,Indifferent,0,Indifferent,0
1658473A,460368,2400.265820939173,0.0,Indifferent,0,0,0
2002876520C,1209,3900.6237903489578,0.0,Indifferent,1,0,1
2954285B,173525,1499.665636898847,0.0,Indifferent,0,Indifferent,1
2001841491D,135294,6299.599703161553,0.0,Indifferent,0,0,1
852331B,62774,3600.45669858952,1,Indifferent,0,0,1
2387441B,219496,19800.13207037309,0.0,Yes,1,0,0
579668E,59246,599.8379232270049,0.0,Indifferent,1,Indifferent,0
2000654965B,493413,5100.260406754461,1,Yes,1,0,0
2001435989C,40022,899.9581028817103,1,Indifferent,0,0,0
1803466968D,320206,4501.108615552709,0.0,Yes,1,Indifferent,0
1458768E,13781,3299.5741841157637,0.0,Indifferent,0,0,1
1805043B,231531,3299.876676656969,1,Indifferent,0,0,0
84090D,204613,301.6483941472356,0.0,Yes,1,0,0
1544298E,138085,2399.262360218556,1,Indifferent,1,0,0
1137542D,362745,2400.1716624434466,1,Indifferent,0,0,1
2000723978E,26526,4501.458143009817,0.0,Indifferent,0,Indifferent,1
1490366B,71122,2999.534932225756,0.0,Indifferent,0,0,1
2001976120E,85918,6481198.900520903,0.0,Yes,0,Indifferent,1
2001477344B,112138,5399.725855375057,1,Indifferent,1,0,0
2017570D,221229,420.289201055996,0.0,Indifferent,1,0,1
257158A,338158,600.8943641616045,1,Yes,0,0,1
861924D,490061,300.08364188927163,0.0,Indifferent,0,Indifferent,0
1717690E,107786,661.6230754865351,0.0,Indifferent,0,0,0
254782C,89340,12599.725024768244,0.0,Yes,1,Indifferent,0
438737D,69917,3299.2908795937706,0.0,Yes,1,0,1
1803253151B,11571,2700.0230663945495,1,Yes,1,0,0
2002619712B,78814,1802.348296548778,0.0,Indifferent,0,0,0
126142A,103064,1199.5600771243442,0.0,Yes,0,0,0
2001523725E,222354,3001.349314712086,0.0,Yes,0,0,0
48941C,205890,5398.727126456221,0.0,Yes,0,Indifferent,0
359139B,69173,4499.7644704982495,0.0,Yes,0,0,0
1917741C,9326,1800.6246804126847,1,Yes,0,0,0
2298053D,184682,2699.639596611071,1,Indifferent,1,0,0
920368D,76684,2700.4609377429592,1,Indifferent,0,0,1
2002409266D,203961,1199.9049056483736,0.0,Yes,0,0,0
41047C,20917,1200.150200206683,0.0,Yes,0,0,1
1800165144E,14790,898.4011603284773,1,Indifferent,0,0,1
751444B,116971,5998.761996077225,0.0,Indifferent,1,Indifferent,0
2001333176A,188182,87600.69874265902,0.0,Yes,1,0,1
41156B,32614,4799.780074059579,1,Indifferent,0,0,0
699282E,262593,3541.986677001824,0.0,Indifferent,0,0,0
278940B,105081,2098.89650918553,0.0,Indifferent,0,0,1
2000455877B,416859,2100.233639945462,0.0,Indifferent,0,0,1
287428C,35338,4498.234703813474,1,Yes,1,Indifferent,1
1610879B,333605,901.352427371369,1,Indifferent,1,0,1
929325C,420953,599.4719096212007,1,Yes,0,Indifferent,0
2918462B,71732,3000.3399999211338,1,Indifferent,0,0,0
2000455877B,459616,1499.3882217514845,1,Yes,0,0,1
2002072913A,95553,4497.451111021255,1,Yes,0,0,0
1803143548C,25231,2398.8268527311966,0.0,Yes,0,0,0
1328779E,19891,1199.664129518009,1,Indifferent,0,0,1
1692046A,19717,87599.66591889264,1,Indifferent,0,Indifferent,0
2797403A,287093,898.9830055478113,0.0,Indifferent,0,Indifferent,1
2001518008D,54257,3899.3687068147137,0.0,Indifferent,0,0,0
1817929B,75720,600.2196657516647,0.0,Indifferent,0,0,0
2001842062D,29679,19500.65941759571,0.0,Yes,1,0,1
2001571749D,62067,2699.668806000761,0.0,Indifferent,1,0,1
29345B,221999,1198.795417764601,0.0,Indifferent,0,Indifferent,1
658132E,156071,12300.024160982295,0.0,Indifferent,0,0,0
625000B,20232,1800.9653189995431,0.0,Indifferent,1,0,0
787584B,42292,3000.4063740471743,0.0,Indifferent,0,0,1
832003B,155121,1499.9922110570149,0.0,Yes,1,0,0
636656E,369447,2400.201570526721,1,Indifferent,0,Indifferent,0
1413963B,307675,4498.400205863319,0.0,Indifferent,1,0,0
1802761595D,349862,299.8864924648222,1,Indifferent,0,0,0
604333B,151454,4499.575866144344,0.0,Yes,1,Indifferent,1
2001815081C,347650,4199.71611039902,1,Indifferent,0,0,1
915458C,373700,1798.9335016951495,0.0,Indifferent,0,Indifferent,0
2230768C,37040,3298.8160487220816,0.0,Indifferent,0,Indifferent,0
2354478A,182136,1499.825232521419,0.0,Indifferent,1,0,1
2002424117D,111514,1800.518648279489,0.0,Indifferent,0,0,0
2000760057B,85888,22498.638167903024,1,Indifferent,0,Indifferent,0
195455A,211709,2401.1125071896367,1,Yes,0,Indifferent,1
2002810995B,79996,2699.1881762236058,0.0,Indifferent,1,0,1
751444B,120379,3298.4513731667416,0.0,Yes,0,0,0
2002798193D,162271,2999.0760072736175,1,Indifferent,0,0,0
2029345E,43480,3000.156071194446,0.0,Indifferent,1,0,0
180232E,53878,2400.406303660088,1,Indifferent,0,0,1
380756C,77679,600.8333194348886,1,Indifferent,1,Indifferent,0
1066376A,64324,1198.875850929045,1,Indifferent,0,Indifferent,1
1768616C,16174,2998.7605984752818,0.0,Indifferent,0,0,1
2001841088C,38041,2700.4015951661213,0.0,Indifferent,0,Indifferent,0
1185828E,101800,7198.650378088319,1,Yes,0,Indifferent,0
366073A,112712,2400.016545037256,0.0,Yes,1,Indifferent,0
1454516E,46509,1797.5440678501216,0.0,Indifferent,1,0,0
2002300441B,61712,4198.790821695311,0.0,Yes,0,0,1
474818D,26205,301.35707192921484,0.0,Indifferent,1,Indifferent,1
367936A,170604,11999.932089012616,0.0,Yes,1,0,0
1803228880A,40786,6779.361289015104,0.0,Indifferent,1,Indifferent,0
2001240467E,19282,598.8925769207608,1,Indifferent,1,Indifferent,0
263758D,29398,1500.7110592457227,1,Indifferent,0,0,0
2002232038A,117833,901.5532172893908,0.0,Indifferent,0,0,0
2001275059A,61800,59.32051522295324,1,Indifferent,0,0,1
12866531A,306834,298.76970062127145,0.0,Yes,1,Indifferent,1
2002702146E,92072,4499.367585098281,1,Indifferent,0,Indifferent,0
1273150D,99564,2402.515099505835,0.0,Indifferent,0,0,0
598149B,42453,15300.406543005683,0.0,Indifferent,0,0,0
663198E,85553,3601.416903069518,0.0,Yes,0,0,0
2469163A,19424,1500.944113240673,1,Yes,0,Indifferent,0
1154888E,404222,2099.420389966259,0.0,Yes,0,0,0
346788D,53956,2101.287448254968,0.0,Indifferent,0,0,1
2001475292C,57179,43199.26772187771,0.0,Yes,0,0,1
398001E,200805,5400.788852613463,0.0,Yes,0,Indifferent,0
254903E,192083,8401.69266074449,0.0,Indifferent,1,Indifferent,0
1802563395E,74583,1499.1650217319948,1,Indifferent,0,0,0
2000376616A,257713,5400.875661662368,0.0,Yes,0,0,0
348502D,5408,2700.657381938551,0.0,Indifferent,1,0,0
2001567879E,257757,1800.0740357996078,0.0,Yes,1,0,1
104168A,37482,901.8431005900076,0.0,Yes,0,Indifferent,0
64296E,320196,2398.6444508689924,0.0,Yes,1,Indifferent,0
2002704840D,32299,8999.139447158948,0.0,Indifferent,0,0,1
983153D,16638,3600.6080063852883,1,Yes,0,Indifferent,0
2002424622C,80536,1320.09888440637,1,Indifferent,0,Indifferent,0
417313D,213956,2100.6781384400824,0.0,Indifferent,1,0,1
1802477845D,123622,2400.7978405132535,0.0,Yes,0,Indifferent,0
2027412C,78017,3900.919325905541,0.0,Indifferent,1,Indifferent,1
2935665B,95537,1499.4345797577544,0.0,Indifferent,0,Indifferent,1
2001388884C,10196,8099.054110002204,1,Indifferent,1,Indifferent,1
2954161D,39665,4198.966597279811,0.0,Indifferent,0,0,0
12954423C,283566,601.0400977674453,0.0,Indifferent,1,0,1
2001357723A,218429,1801.067809797832,1,Indifferent,1,0,1
2002158417A,123943,1499.688667280266,1,Yes,0,0,1
1658473A,451310,2700.190221288521,1,Indifferent,0,0,0
2334197E,26516,1200.6844215334868,0.0,Indifferent,1,Indifferent,1
1256221A,377200,7801.560734395238,0.0,Indifferent,1,Indifferent,0
1699555D,82770,1799.8278124705446,0.0,Indifferent,0,0,0
2144791E,39606,2100.733952683922,0.0,Yes,0,0,1
30586D,83807,2522.1919062186785,0.0,Yes,0,0,0
833838D,232113,3599.854962887261,1,Yes,1,0,0
1941891A,103972,6899.729887788107,0.0,Indifferent,0,0,1
147357A,57297,3300.2645688103166,1,Indifferent,0,0,0
825481B,312734,1198.845518694024,0.0,Indifferent,0,0,0
2000770105C,43676,29099.905222874964,1,Indifferent,0,0,0
2001647131D,135453,901.0285890201552,1,Indifferent,0,Indifferent,0
2952377C,44126,2698.156130282772,0.0,Yes,0,0,0
1803103621B,79840,1500.3981033604286,0.0,Indifferent,0,Indifferent,0
331762E,50298,302.1076092341613,0.0,Yes,0,0,0
510863D,14445,30301.08394488458,1,Yes,0,0,0
42206A,105047,301.8006394490757,1,Indifferent,1,0,1
27559A,297670,1799.2854750475228,0.0,Indifferent,1,Indifferent,0
2001791882C,90116,2399.8290606216474,1,Yes,0,Indifferent,0
1935390C,153,3600.1655954337907,0.0,Indifferent,0,0,0
752910C,44321,1199.3056984286063,0.0,Indifferent,0,Indifferent,1
2001851959A,260103,4499.004086719925,1,Yes,0,0,1
1032863D,219754,2099.820408084391,1,Indifferent,1,0,0
930430B,107608,10799.913376639488,0.0,Indifferent,0,0,0
2002147760B,260781,4799.051446293533,0.0,Yes,1,0,1
1447448E,8166,1499.5398455964933,1,Indifferent,1,0,0
2001314377C,48241,1799.2637445181815,0.0,Indifferent,0,0,0
754183D,230198,4199.839919916568,0.0,Yes,0,Indifferent,1
920368D,198615,4439.760658236735,0.0,Yes,0,Indifferent,0
500927C,103974,4201.056051749247,1,Indifferent,1,0,0
2002446853B,11163,1499.0462764740646,0.0,Yes,1,Indifferent,0
1359999A,104958,1380.597425274207,0.0,Yes,1,Indifferent,0
1417814E,72311,4800.585798092253,0.0,Indifferent,0,0,0
220074C,77945,900.3569527531669,0.0,Indifferent,0,0,0
196950C,132368,11699.531089065298,0.0,Indifferent,0,0,0
1496066D,44747,2998.769736914959,1,Yes,1,0,1
2000472555E,104215,16200.537129601806,0.0,Yes,0,0,0
2000588128E,63528,302.8867564299746,0.0,Indifferent,1,0,1
758987A,17943,2699.854376654456,0.0,Yes,0,0,0
244082A,462242,240.86002128808403,1,Indifferent,0,0,0
1793690D,376850,4198.036318358878,0.0,Indifferent,0,Indifferent,1
2002704840D,308963,12301.032412381011,1,Indifferent,0,0,1
2002069745B,189194,8100.8317026236755,0.0,Indifferent,1,0,0
2958421A,184426,12598.115449936871,0.0,Indifferent,0,0,0
476152A,85549,298.68930323377987,1,Yes,0,0,0
2406853D,99430,599.0952463843764,1,Indifferent,0,0,0
278488C,521259,900.3599965917606,0.0,Indifferent,0,0,0
180246D,206231,4199.601844006919,1,Indifferent,1,0,0
2000172445C,156311,300.50944143456127,1,Indifferent,0,Indifferent,0
915458C,418082,2402.319053615903,0.0,Indifferent,0,0,1
105325B,268316,2700.201236598601,0.0,Indifferent,0,Indifferent,0
13670A,17943,2702.0516161512,0.0,Indifferent,0,0,0
398876D,385764,2401.254266381236,0.0,Yes,0,0,1
1819174D,185498,88200.8495136679,0.0,Indifferent,0,0,0
319143B,26370,599.2129625027499,0.0,Indifferent,0,Indifferent,0
2002111482A,356134,2700.499925535348,0.0,Yes,0,0,1
864275C,71264,601.1153550860777,0.0,Yes,0,Indifferent,1
2002074144C,85251,5699.406866043665,1,Indifferent,1,0,1
2000371470D,2768,6599.840836414104,0.0,Indifferent,1,Indifferent,0
787708E,30858,2400.4020903035107,0.0,Yes,1,0,0
2000728952B,46133,5700.635040701734,0.0,Indifferent,0,Indifferent,1
270596A,97589,2098.5945155393833,0.0,Yes,0,0,0
2001306786D,130417,1920.8484995152469,1,Indifferent,0,Indifferent,0
2001192461C,15411,24299.90173556533,0.0,Indifferent,0,Indifferent,1
1819492C,178865,3599.3416949086923,0.0,Indifferent,1,0,0
2001031163E,47930,1199.2360547878038,0.0,Indifferent,0,Indifferent,0
2002253651D,24347,3900.545803331988,1,Yes,1,0,1
2001008128C,20048,4796.882379783838,0.0,Indifferent,0,Indifferent,0
1803340263D,9055,4200.163886653283,0.0,Yes,1,0,1
907159E,172725,2100.167787225313,0.0,Indifferent,1,0,0
1664729A,28665,2999.7231194779597,0.0,Yes,1,Indifferent,1
2239844D,146768,29397.921425074295,1,Indifferent,0,0,0
147357A,68031,29101.85827896976,0.0,Indifferent,0,0,0
