AuthorId,Diet,Age
2001850333C,Omnivore,60
2001850347B,Omnivore,71
2001850408A,Vegetarian,20
2001850419E,Vegan,59
2001850426D,Vegetarian,58
2001850438D,Vegetarian,42
2001850508A,Vegetarian,45
2001850554C,Vegetarian,76
2001850596B,Omnivore,33
2001850600B,Vegan,78
2001850602B,Vegan,58
2001850632C,Vegan,71
2001850767D,Vegetarian,77
2001850834E,Omnivore,73
2001850869E,Vegan,60
2001850878D,Vegetarian,57
2001850890D,Vegan,53
2001850919D,Omnivore,79
2001850931C,Omnivore,36
2001850953E,Vegetarian,58
2001851001C,Omnivore,21
2001851024A,Omnivore,42
2001851038E,Vegetarian,25
2001851045E,Vegetarian,61
2001851046D,Vegetarian,27
2001851132B,Vegetarian,58
2001851145C,Vegetarian,72
2001851150C,Vegetarian,46
2001851157D,Vegetarian,27
2001851217A,Omnivore,78
2001851260A,Vegetarian,20
2001851282D,Vegetarian,67
2001851283A,Vegetarian,39
2001851289A,Vegan,26
2001851316C,Vegetarian,22
2001851352C,Vegetarian,35
2001851358C,Vegetarian,19
2001851386B,Vegetarian,68
2001851423D,Vegan,54
2001851449A,Vegetarian,61
2001851456D,Vegetarian,18
2001851492E,Omnivore,33
2001851508A,Omnivore,55
2001851529A,Vegan,44
2001851531A,Omnivore,66
2001851557D,Vegetarian,54
2001851592B,Vegetarian,64
2001851632B,Vegetarian,55
2001851639D,Omnivore,21
2001851640D,Omnivore,61
2001851681A,Omnivore,44
2001851719D,Vegetarian,52
2001851792C,Vegetarian,43
2001851805A,Vegetarian,50
2001851811E,Omnivore,26
2001851837A,Omnivore,20
2001851841E,Vegetarian,22
2001851855A,Vegetarian,29
2001851865C,Vegan,30
2001851869D,Vegetarian,20
2001851959A,Vegetarian,71
2001851973B,Vegetarian,65
2001851990E,Vegetarian,53
2001852008D,Vegetarian,60
2001852011E,Vegan,19
2001852029C,Vegetarian,34
2001852056C,Vegetarian,46
2001852061D,Vegetarian,40
2001852071A,Vegetarian,71
2001852094B,Vegetarian,60
2001852120C,Omnivore,37
2001852137B,Vegetarian,31
2001852144A,Vegan,46
2001852149A,Vegan,22
2001852198D,Vegetarian,45
2001852234C,Vegan,38
2001852254A,Vegetarian,23
2001852256D,Vegan,53
2001852278E,Omnivore,79
2001852294B,Omnivore,31
2001852307B,Vegetarian,47
2001852315B,Vegetarian,21
2001852322D,Vegetarian,63
2001852406D,Omnivore,19
2001852451B,Omnivore,77
2001852463E,Vegan,56
2001852519C,Omnivore,31
2001852537A,Vegetarian,56
2001852554B,Omnivore,61
2001852588C,Vegetarian,63
2001852644B,Vegetarian,51
2001852649E,Vegan,24
2001852669B,Omnivore,28
2001852679B,Omnivore,38
2001852703C,Omnivore,54
2001852789C,Vegetarian,66
2001852815C,Vegetarian,66
2001852832C,Vegetarian,59
2001852840C,Vegetarian,53
2001852861E,Vegetarian,34
2001852889A,Omnivore,19
2001852895A,Vegetarian,63
2001852900C,Vegan,70
2001852934B,Vegan,70
2001852961C,Vegan,33
2001853029A,Omnivore,26
2001853126E,Omnivore,39
2001853159C,Vegan,70
2001853170D,Vegan,50
2001853186D,Omnivore,22
2001853188B,Omnivore,18
2001853227A,Vegetarian,39
2001853306B,Vegan,52
2001853308D,Vegetarian,40
2001853324E,Vegetarian,39
2001853367D,Vegetarian,72
2001853370A,Vegetarian,79
2001853374D,Omnivore,37
2001853382D,Vegan,64
2001853384D,Vegetarian,25
2001853389D,Omnivore,33
2001853395B,Omnivore,29
2001853396C,Omnivore,19
2001853427E,Vegetarian,54
2001853453C,Vegetarian,65
2001853546B,Vegetarian,78
2001853554E,Vegetarian,78
2001853560B,Vegan,44
2001853589A,Omnivore,62
2001853602C,Vegetarian,61
2001853613C,Vegetarian,21
2001853630E,Vegan,77
2001853632D,Vegetarian,58
2001853642B,Vegan,55
2001853686E,Vegetarian,57
2001853699E,Omnivore,68
2001853744A,Vegan,21
2001853758A,Omnivore,51
2001853759A,Vegan,73
2001853807E,Omnivore,26
2001853808C,Omnivore,77
2001853813B,Omnivore,40
2001853858B,Vegan,20
2001853923A,Vegetarian,30
2001854002E,Vegetarian,78
2001854044D,Omnivore,40
2001854087D,Omnivore,35
2001854195C,Vegetarian,41
2001854288C,Vegetarian,69
2001854292A,Vegetarian,40
2001854402E,Vegan,72
2001854408D,Vegetarian,69
2001854412C,Vegetarian,22
2001854466D,Vegetarian,29
2001854545A,Vegetarian,60
2001854583C,Vegan,42
2001854640C,Vegan,42
2001854648B,Vegetarian,65
2001854661D,Vegetarian,70
2001854671A,Vegetarian,57
2001854729D,Omnivore,47
2001854739E,Vegetarian,39
2001854741D,Omnivore,31
2001854747B,Vegetarian,45
2001855151C,Vegetarian,54
2001855172B,Vegan,25
2001855177D,Vegetarian,41
2001855200A,Vegetarian,65
2001855232C,Vegetarian,24
2001855283C,Vegetarian,48
2001855288E,Omnivore,73
2001855301D,Vegan,57
2001855303D,Vegetarian,56
2001855333B,Vegetarian,67
2001855349C,Omnivore,72
2001855350E,Vegan,35
2001855358A,Omnivore,27
2001855400C,Vegetarian,24
2001855407C,Vegetarian,27
2001855563A,Omnivore,78
2001855618D,Vegetarian,40
2001855640A,Omnivore,59
2001855655B,Omnivore,43
2001855665B,Vegan,63
2001855698D,Vegetarian,52
2001855702A,Omnivore,76
2001855705A,Vegetarian,28
2001855732A,Vegan,67
2001855777A,Vegetarian,68
2001855813A,Vegetarian,64
2001855849C,Vegetarian,78
2001855885B,Vegetarian,35
2001855938C,Omnivore,70
2001855950C,Vegetarian,49
2001855987A,Omnivore,43
2001856030B,Omnivore,22
2001856043D,Omnivore,44
2001856044C,Vegan,74
2001856115C,Vegan,72
2001856126E,Omnivore,78
2001856157B,Omnivore,33
2001856188E,Vegan,36
2001856260B,Vegan,25
2001856267E,Vegetarian,73
2001856274B,Omnivore,62
2001856275C,Vegetarian,66
2001856283D,Omnivore,27
2001856352C,Vegetarian,74
2001856384E,Vegetarian,66
2001856392D,Vegetarian,77
2001856480C,Vegetarian,47
2001856548C,Vegetarian,35
2001856588D,Omnivore,40
2001856665E,Vegetarian,79
2001856669B,Omnivore,25
2001856705C,Omnivore,55
2001856709C,Omnivore,48
2001856743A,Vegetarian,53
2001856756C,Vegetarian,72
2001856802B,Vegetarian,36
2001856811E,Omnivore,78
2001856824C,Vegetarian,74
2001856859E,Vegan,57
2001856880B,Vegetarian,75
2001856905B,Vegetarian,32
2001856928B,Vegan,37
2001856966B,Omnivore,21
2001857010A,Vegetarian,73
2001857048D,Omnivore,62
2001857101D,Vegetarian,65
2001857110A,Vegetarian,20
2001857120E,Vegetarian,74
2001857134E,Vegetarian,30
2001857140B,Vegetarian,21
2001857141E,Vegetarian,43
2001857191D,Vegetarian,70
2001857230A,Omnivore,53
2001857240C,Vegetarian,30
2001857274B,Vegetarian,79
2001857333B,Vegetarian,65
2001857340C,Vegetarian,63
2001857455E,Vegetarian,27
2001857460C,Omnivore,30
2001857582B,Omnivore,79
2001857597D,Vegetarian,67
2001857599B,Vegetarian,70
2001857641D,Vegetarian,70
2001857674D,Vegetarian,40
2001857727B,Omnivore,62
2001857750A,Vegetarian,65
2001857765D,Omnivore,72
2001857779B,Vegetarian,64
2001857848A,Vegetarian,60
2001857859A,Vegan,74
2001857865B,Vegan,73
2001857873A,Vegetarian,35
2001857890B,Vegetarian,57
2001857905E,Omnivore,23
2001857945B,Vegan,66
2001857965B,Vegetarian,20
2001857972C,Vegetarian,78
2001858005B,Vegetarian,57
2001858072B,Vegan,52
2001858117D,Omnivore,66
2001858118A,Omnivore,67
2001858126A,Vegetarian,31
2001858157D,Omnivore,63
2001858175B,Vegan,47
2001858185E,Vegetarian,60
2001858249A,Omnivore,59
2001858284D,Vegetarian,33
2001858300B,Vegan,19
2001858308C,Omnivore,59
2001858309D,Omnivore,54
2001858350D,Omnivore,68
2001858393A,Vegetarian,26
2001858468C,Vegetarian,37
2001858487E,Omnivore,78
2001858491A,Vegetarian,59
2001858536D,Omnivore,59
2001858544E,Vegetarian,34
2001858550C,Vegan,34
2001858581C,Omnivore,51
2001858603E,Vegetarian,25
2001858622B,Vegetarian,59
2001858647D,Vegetarian,56
2001858718B,Vegan,40
2001858755A,Vegetarian,30
2001858765C,Vegetarian,57
2001858805B,Omnivore,28
2001858823D,Vegetarian,38
2001858844C,Vegetarian,68
2001858852A,Omnivore,22
2001858854D,Vegetarian,62
2001858983A,Vegan,42
2001859042D,Vegetarian,31
2001859065E,Vegetarian,77
2001859158D,Vegetarian,34
2001859180C,Vegetarian,66
2001859231B,Vegetarian,35
2001859249E,Vegetarian,45
2001859261A,Vegan,37
2001859263C,Vegetarian,30
2001859283B,Vegetarian,61
2001859290A,Omnivore,20
2001859315E,Vegetarian,42
2001859445E,Omnivore,33
2001859493A,Omnivore,26
2001859518E,Vegan,66
2001859564D,Vegetarian,21
2001859582E,Vegetarian,19
2001859594E,Vegetarian,43
2001859623C,Vegetarian,61
2001859654E,Vegetarian,72
2001859706B,Vegan,32
2001859717C,Omnivore,46
2001859755C,Vegetarian,63
2001859765E,Vegetarian,57
2001859775C,Omnivore,55
2001859788D,Vegan,21
2001859843E,Omnivore,29
2001859884A,Vegetarian,30
2001859892A,Vegetarian,24
2001859906C,Vegetarian,53
2001859912A,Vegetarian,40
2001859986D,Vegan,49
2001859991E,Vegetarian,44
200185C,Vegan,62
2001860056E,Vegan,57
2001860063C,Vegetarian,27
2001860082C,Vegetarian,22
2001860084B,Omnivore,73
2001860145B,Omnivore,49
2001860268D,Vegetarian,33
2001860301A,Vegetarian,62
2001860305A,Vegetarian,34
2001860338D,Vegan,75
2001860373E,Omnivore,63
2001860408D,Vegetarian,18
2001860438D,Vegan,53
2001860450E,Omnivore,72
2001860523E,Omnivore,27
2001860621E,Vegan,69
2001860638C,Vegan,18
2001860660C,Vegetarian,32
2001860672E,Vegetarian,19
2001860782E,Omnivore,56
2001860816A,Omnivore,78
2001860979D,Vegan,47
2001860993D,Vegetarian,30
2001861026C,Vegetarian,32
2001861066C,Vegetarian,24
2001861106E,Omnivore,44
2001861123B,Vegetarian,58
2001861178C,Omnivore,52
2001861247C,Vegetarian,72
2001861252E,Vegetarian,57
2001861292C,Vegetarian,52
2001861325D,Vegetarian,62
2001861331E,Vegetarian,50
2001861347D,Vegan,77
2001861348D,Vegetarian,69
2001861460A,Vegetarian,31
2001861497E,Vegetarian,39
2001861510B,Vegetarian,60
2001861530E,Vegetarian,20
2001861531A,Vegetarian,74
2001861551B,Vegan,68
2001861585E,Omnivore,56
2001861621E,Vegetarian,32
2001861675C,Vegetarian,20
2001861779B,Vegetarian,57
2001861783A,Omnivore,31
2001861810D,Vegan,25
2001861834A,Vegan,49
2001861846A,Vegetarian,38
2001861859A,Omnivore,67
2001861885E,Omnivore,50
2001861899B,Omnivore,32
2001861971B,Vegetarian,41
2001861987B,Omnivore,18
2001862122A,Vegetarian,50
2001862123C,Vegetarian,20
2001862155C,Vegetarian,34
2001862185D,Vegetarian,70
2001862232B,Omnivore,44
2001862251B,Omnivore,32
2001862267B,Vegetarian,79
2001862338E,Vegetarian,27
2001862403E,Vegan,76
2001862407D,Omnivore,74
2001862409A,Vegetarian,52
2001862419D,Vegan,57
2001862437C,Vegetarian,42
2001862533D,Vegan,59
2001862556A,Vegetarian,73
2001862563B,Vegetarian,23
2001862593B,Vegetarian,44
2001862632C,Vegan,29
2001862638C,Vegetarian,77
2001862642C,Omnivore,68
2001862644C,Omnivore,39
2001862710C,Vegetarian,25
2001862731E,Vegetarian,50
2001862744B,Vegetarian,28
2001862752E,Omnivore,39
2001862754E,Omnivore,44
2001862763C,Omnivore,37
2001862788A,Vegetarian,67
2001862797E,Vegan,18
2001862812B,Vegetarian,31
2001862824C,Omnivore,57
2001862843E,Vegan,49
2001862860C,Vegan,51
2001862932A,Vegan,26
2001862947B,Omnivore,54
2001862961C,Vegetarian,75
2001863014E,Omnivore,70
2001863039E,Omnivore,56
2001863132D,Vegetarian,33
2001863145B,Omnivore,52
2001863187B,Vegetarian,77
2001863213B,Vegetarian,42
2001863216D,Vegetarian,39
2001863225A,Vegan,59
2001863255B,Vegetarian,32
2001863265A,Vegan,27
2001863359A,Vegan,64
2001863388C,Vegan,48
2001863466B,Vegetarian,46
2001863479D,Vegan,45
2001863496D,Vegan,22
2001863516B,Vegan,69
2001863520B,Vegetarian,28
2001863544B,Vegetarian,21
2001863548E,Vegetarian,50
2001863553A,Vegetarian,29
2001863628C,Vegan,18
2001863657C,Vegetarian,21
2001863685D,Vegetarian,71
2001863749B,Vegetarian,61
2001863754B,Vegetarian,35
2001863816E,Vegetarian,63
2001863832B,Omnivore,22
2001863835D,Vegetarian,32
2001863875B,Vegan,55
2001863934E,Vegetarian,23
2001864066E,Vegetarian,27
2001864103E,Vegetarian,30
2001864133B,Vegetarian,30
2001864151D,Vegetarian,20
2001864217A,Vegetarian,71
2001864249C,Vegetarian,74
2001864262A,Vegetarian,39
2001864303B,Vegan,28
2001864338D,Omnivore,43
2001864354B,Vegetarian,38
2001864384A,Vegetarian,51
2001864386B,Vegan,77
2001864406D,Vegetarian,40
2001864411A,Vegan,76
2001864435E,Vegetarian,45
2001864461A,Vegetarian,37
2001864464A,Omnivore,54
2001864471A,Vegetarian,66
2001864481D,Vegan,53
2001864506A,Omnivore,52
2001864508E,Vegetarian,50
2001864590E,Omnivore,41
2001864592C,Omnivore,23
2001864594E,Omnivore,49
2001864636E,Omnivore,25
2001864640D,Vegetarian,29
2001864656A,Omnivore,75
2001864769C,Omnivore,78
2001864795B,Omnivore,72
2001864805B,Omnivore,33
2001864813A,Vegan,70
2001864818B,Vegetarian,78
2001864823A,Vegetarian,22
2001864934E,Vegan,55
2001864945B,Omnivore,57
2001864986E,Vegan,40
2001865050B,Vegetarian,68
2001865110A,Omnivore,48
2001865144A,Omnivore,25
2001865146D,Vegan,73
2001865147B,Vegetarian,67
2001865155E,Omnivore,41
2001865169C,Vegan,78
2001865205C,Vegetarian,58
2001865303B,Omnivore,42
2001865313C,Vegetarian,29
2001865337A,Vegetarian,44
2001865346A,Vegetarian,24
2001865348D,Vegetarian,67
2001865350B,Vegetarian,23
2001865410B,Omnivore,32
2001865424D,Vegetarian,28
2001865430A,Vegetarian,64
2001865505A,Vegetarian,62
2001865545D,Vegan,36
2001865552D,Omnivore,33
2001865665A,Omnivore,24
2001865704E,Omnivore,74
2001865709B,Vegetarian,35
2001865718E,Omnivore,71
2001865747D,Vegetarian,20
2001865751E,Omnivore,75
2001865753C,Vegetarian,21
2001865784B,Vegan,26
2001865820B,Vegetarian,52
2001865887C,Omnivore,26
2001865916B,Omnivore,33
2001865951B,Omnivore,79
2001865983E,Omnivore,33
2001865992E,Vegan,18
2001865996C,Omnivore,36
2001866063E,Vegetarian,70
2001866132B,Vegetarian,39
2001866166A,Vegetarian,52
2001866205D,Vegetarian,49
2001866287C,Vegetarian,38
2001866337A,Vegetarian,47
2001866373A,Vegetarian,76
2001866377C,Omnivore,45
2001866382B,Omnivore,30
2001866390D,Omnivore,71
2001866440C,Vegan,50
2001866446E,Vegetarian,65
2001866533B,Vegetarian,31
2001866554C,Omnivore,72
2001866559C,Vegetarian,52
2001866607C,Vegetarian,64
2001866624A,Vegetarian,56
2001866625D,Vegetarian,66
2001866665B,Vegetarian,44
2001866714B,Omnivore,68
2001866802B,Omnivore,19
2001866805A,Vegetarian,64
2001866835E,Vegetarian,71
2001866837B,Omnivore,32
2001866859C,Vegetarian,52
2001866885E,Omnivore,72
2001866897C,Vegan,59
2001866913B,Omnivore,50
2001866936E,Vegetarian,37
2001866944E,Vegetarian,40
2001866980C,Omnivore,71
2001866998B,Vegetarian,65
2001866A,Omnivore,58
2001867021B,Omnivore,30
2001867036C,Vegetarian,62
2001867082C,Vegetarian,51
2001867089C,Vegan,31
2001867150D,Vegetarian,56
2001867163B,Vegetarian,71
2001867179C,Omnivore,62
2001867185D,Omnivore,72
2001867201E,Omnivore,46
2001867227B,Vegetarian,66
2001867234D,Vegetarian,42
2001867242A,Vegetarian,22
2001867282C,Vegetarian,55
2001867294C,Vegetarian,75
2001867308B,Vegetarian,55
2001867323A,Vegetarian,56
2001867347B,Vegetarian,62
2001867356D,Vegan,78
2001867402B,Omnivore,73
2001867428E,Vegetarian,27
2001867430C,Vegetarian,61
2001867440D,Vegetarian,44
2001867492E,Vegetarian,74
2001867558C,Omnivore,52
2001867662A,Vegan,75
2001867673E,Omnivore,51
2001867676D,Vegetarian,32
2001867684A,Vegetarian,37
2001867748A,Omnivore,65
2001867794A,Vegetarian,18
2001867873B,Vegan,76
2001867875E,Omnivore,18
2001867911B,Vegetarian,69
2001867936A,Vegetarian,62
2001867990C,Vegetarian,19
2001868011C,Omnivore,70
2001868099B,Vegetarian,24
2001868255E,Vegetarian,43
2001868267E,Vegetarian,20
2001868317A,Vegan,21
2001868319D,Omnivore,56
2001868367B,Vegetarian,44
2001868370C,Omnivore,53
2001868383D,Vegetarian,37
2001868398C,Omnivore,32
2001868453C,Vegetarian,33
2001868570B,Omnivore,75
2001868573B,Vegetarian,70
2001868589B,Omnivore,69
2001868660E,Omnivore,50
2001868680E,Omnivore,18
2001868748E,Vegetarian,71
2001868827D,Vegetarian,56
2001868858C,Omnivore,53
2001868889A,Vegetarian,18
2001868894D,Vegetarian,20
2001868915D,Omnivore,61
2001868927A,Vegetarian,34
2001868987A,Vegetarian,39
2001869003E,Vegan,53
2001869014A,Vegetarian,77
2001869036D,Vegetarian,78
2001869083D,Omnivore,69
2001869094A,Vegetarian,64
2001869137C,Omnivore,31
2001869179D,Vegetarian,20
2001869180E,Vegan,62
2001869277B,Vegetarian,77
2001869321C,Vegetarian,52
2001869351D,Vegan,78
2001869380E,Omnivore,37
2001869388D,Omnivore,58
2001869397C,Vegetarian,44
2001869401D,Vegan,47
2001869439C,Vegetarian,62
2001869461B,Vegetarian,78
2001869497A,Vegetarian,23
2001869564D,Vegan,55
2001869567A,Vegetarian,39
2001869644C,Vegetarian,29
2001869650D,Vegetarian,38
2001869654B,Vegetarian,52
2001869655D,Omnivore,43
2001869713C,Vegetarian,37
2001869741A,Vegan,28
2001869746C,Vegetarian,53
2001869822D,Vegetarian,56
2001869834C,Vegetarian,32
2001869859A,Omnivore,74
2001869883C,Omnivore,72
2001869887B,Vegetarian,64
2001869934A,Vegetarian,58
2001869942E,Vegetarian,23
2001869952E,Omnivore,70
2001869958D,Vegetarian,36
2001869973A,Omnivore,49
2001870016A,Vegan,36
2001870026D,Vegetarian,33
2001870083E,Omnivore,52
2001870103E,Vegetarian,59
2001870109E,Vegan,75
2001870159C,Omnivore,52
2001870204C,Vegan,53
2001870230C,Vegetarian,66
2001870319E,Omnivore,54
2001870359E,Vegetarian,61
2001870364D,Vegetarian,24
2001870388D,Vegan,19
2001870461D,Omnivore,29
2001870469E,Vegetarian,72
2001870501B,Vegetarian,37
2001870502C,Vegetarian,26
2001870560E,Omnivore,54
2001870575D,Vegan,34
2001870620B,Omnivore,61
2001870697C,Vegetarian,66
2001870796B,Vegetarian,34
2001870812E,Vegetarian,28
2001870856E,Vegetarian,56
2001870857E,Vegetarian,35
2001870913A,Omnivore,23
2001870952D,Omnivore,26
2001870C,Vegetarian,23
2001871075C,Vegetarian,51
2001871122B,Vegetarian,75
2001871141C,Vegetarian,75
2001871193A,Vegetarian,24
2001871206C,Vegan,38
2001871228D,Vegetarian,35
2001871270E,Omnivore,63
2001871282D,Omnivore,39
2001871348A,Vegetarian,54
2001871373E,Vegan,51
2001871396E,Vegetarian,21
2001871435B,Vegan,64
2001871445A,Omnivore,34
2001871473D,Vegan,70
2001871502C,Omnivore,35
2001871506E,Omnivore,22
2001871535D,Omnivore,33
2001871603E,Vegetarian,20
2001871644C,Vegetarian,35
2001871671C,Vegetarian,55
2001871682C,Vegan,48
2001871695A,Omnivore,64
2001871738E,Omnivore,54
2001871740A,Omnivore,40
2001871785B,Vegetarian,37
2001871862C,Vegetarian,56
2001871870C,Vegan,64
2001871906E,Vegan,74
2001871916C,Omnivore,68
2001871945B,Vegetarian,48
2001871979D,Omnivore,61
2001872001E,Vegetarian,31
2001872028A,Omnivore,66
2001872031E,Omnivore,61
2001872033C,Vegetarian,59
2001872129C,Omnivore,75
2001872215B,Vegan,20
2001872307B,Vegetarian,63
2001872312A,Vegetarian,38
2001872329E,Vegetarian,68
2001872380D,Vegetarian,70
2001872415E,Vegan,78
2001872462A,Vegetarian,40
2001872588D,Vegan,61
2001872589E,Vegan,30
2001872610C,Omnivore,73
2001872676A,Vegetarian,28
2001872681E,Vegetarian,53
2001872693E,Vegan,68
2001872746E,Vegetarian,64
2001872787D,Vegetarian,59
2001872983B,Vegetarian,19
2001872993C,Vegetarian,22
2001873036E,Omnivore,37
2001873116D,Vegetarian,66
2001873150B,Vegetarian,19
2001873332B,Omnivore,48
2001873361E,Vegetarian,75
2001873370B,Vegetarian,28
2001873388C,Vegetarian,39
2001873409A,Vegan,68
2001873424B,Vegetarian,53
2001873449B,Omnivore,76
2001873475E,Vegan,71
2001873477B,Vegan,40
2001873511B,Vegetarian,27
2001873537E,Vegetarian,71
2001873561C,Omnivore,22
2001873564E,Vegetarian,67
2001873595E,Vegetarian,76
2001873723B,Vegan,38
2001873747B,Vegetarian,41
2001873758B,Vegan,54
2001873760C,Omnivore,38
2001873774A,Vegetarian,61
2001873798B,Omnivore,45
2001873831E,Vegan,74
2001873878A,Omnivore,43
2001873887D,Vegetarian,34
2001873981B,Vegan,58
2001874005A,Omnivore,73
2001874036E,Omnivore,64
2001874063B,Vegetarian,23
2001874104C,Vegan,71
2001874118E,Vegetarian,50
2001874149E,Vegetarian,18
2001874174C,Vegetarian,36
2001874268D,Omnivore,43
2001874275E,Vegetarian,44
2001874300E,Vegetarian,71
2001874372A,Vegetarian,24
2001874401C,Omnivore,68
2001874427E,Vegetarian,55
2001874441E,Omnivore,54
2001874563A,Vegetarian,45
2001874601D,Vegetarian,77
2001874722B,Vegan,48
2001874736E,Vegan,23
2001874798D,Vegan,35
2001874810C,Omnivore,65
2001874827E,Vegetarian,40
2001874856D,Vegetarian,48
2001874898D,Omnivore,35
2001874931B,Vegetarian,19
2001874936B,Vegan,21
2001874942A,Vegetarian,77
2001874984B,Vegetarian,32
2001875056A,Omnivore,76
2001875075B,Vegetarian,53
2001875102E,Vegetarian,22
2001875148C,Vegetarian,23
2001875237E,Vegetarian,23
2001875239D,Vegetarian,66
2001875287B,Vegetarian,23
2001875367B,Vegetarian,29
2001875426C,Omnivore,73
2001875735C,Vegetarian,62
2001875868C,Omnivore,50
2001875902E,Vegan,66
2001875958C,Omnivore,73
2001875959C,Vegetarian,62
2001876097B,Omnivore,31
2001876159B,Vegetarian,51
2001876302D,Vegetarian,27
2001876337D,Vegetarian,57
2001876462B,Vegan,51
2001876510B,Vegetarian,56
2001876511A,Vegetarian,29
2001876550E,Omnivore,42
2001876654D,Vegan,30
2001876702B,Vegan,42
2001876703E,Omnivore,51
2001876718C,Vegan,56
2001876827E,Vegetarian,26
2001876848A,Vegetarian,62
2001876901B,Vegetarian,33
2001876976A,Vegan,66
2001877020E,Omnivore,22
2001877071A,Vegetarian,76
2001877112D,Vegetarian,62
2001877148C,Vegetarian,53
2001877150E,Vegetarian,23
2001877155A,Vegan,62
2001877274E,Vegetarian,47
2001877282B,Vegetarian,44
2001877300E,Vegetarian,34
2001877306D,Vegan,54
2001877315A,Vegetarian,64
2001877351C,Vegan,23
2001877360C,Vegan,46
2001877403A,Omnivore,44
2001877439A,Vegetarian,53
2001877495E,Vegan,48
2001877507D,Vegetarian,56
2001877510A,Vegetarian,69
2001877573A,Vegetarian,32
2001877586E,Omnivore,57
2001877688D,Vegetarian,33
2001877698E,Vegan,42
2001877732D,Vegetarian,37
2001877741D,Omnivore,42
2001877798E,Vegan,34
2001877858E,Omnivore,22
2001877886D,Omnivore,55
2001877898D,Omnivore,35
2001877987E,Vegetarian,24
2001877997C,Vegetarian,29
2001878002C,Vegetarian,37
2001878039C,Vegetarian,74
2001878048E,Omnivore,26
2001878050B,Vegetarian,59
2001878252B,Vegetarian,48
2001878269E,Vegetarian,79
2001878277C,Vegetarian,58
2001878312D,Omnivore,23
2001878357D,Omnivore,37
2001878400A,Omnivore,67
2001878515D,Vegetarian,71
2001878566A,Vegan,50
2001878576C,Vegetarian,58
2001878600D,Vegetarian,38
2001878624E,Omnivore,20
2001878734C,Vegan,64
2001878778C,Vegetarian,66
2001878826E,Omnivore,41
2001878849D,Vegetarian,40
2001878888C,Omnivore,34
2001878906B,Vegan,49
2001879005D,Vegan,50
2001879041B,Vegetarian,79
2001879045C,Vegetarian,76
2001879114E,Vegetarian,32
2001879141C,Vegan,25
2001879142D,Vegetarian,66
2001879202A,Vegetarian,77
2001879212B,Vegan,75
2001879229E,Omnivore,37
2001879260E,Omnivore,78
2001879324C,Omnivore,43
2001879343E,Vegan,58
2001879354E,Vegan,29
2001879388E,Vegan,18
2001879404E,Vegetarian,71
2001879523A,Vegan,26
2001879525C,Omnivore,77
2001879527B,Vegetarian,27
2001879683C,Vegetarian,40
2001879698A,Omnivore,20
2001879830E,Vegetarian,19
2001879850A,Vegetarian,78
2001879871E,Vegetarian,50
200187A,Vegetarian,75
2001880016A,Vegetarian,76
2001880042B,Omnivore,69
2001880107D,Vegetarian,65
2001880183E,Vegetarian,63
2001880192A,Vegan,54
2001880347C,Omnivore,31
2001880424D,Omnivore,78
2001880521A,Vegetarian,73
2001880525C,Vegetarian,35
2001880566C,Vegetarian,47
2001880629C,Vegetarian,55
2001880635A,Vegetarian,49
2001880722A,Vegetarian,41
2001880805B,Vegan,53
2001880806A,Omnivore,71
2001880830A,Vegetarian,71
2001880914C,Vegan,62
2001880936B,Vegetarian,67
2001881094D,Omnivore,39
2001881353B,Vegetarian,18
2001881358D,Vegetarian,45
2001881414D,Vegetarian,33
2001881429B,Vegan,70
2001881447C,Vegetarian,18
2001881456A,Omnivore,34
2001881481D,Omnivore,42
2001881536B,Vegan,30
2001881591A,Vegetarian,55
2001881600A,Vegetarian,74
2001881619A,Vegetarian,66
2001881643A,Omnivore,40
2001881654E,Vegetarian,41
2001881674B,Vegan,34
2001881779C,Omnivore,61
2001881871D,Vegan,20
2001881894C,Vegan,65
2001882011C,Vegetarian,56
2001882094B,Vegetarian,30
2001882097B,Vegetarian,33
2001882128C,Vegan,33
2001882147D,Vegan,79
2001882171C,Vegetarian,42
2001882261C,Vegetarian,78
2001882320B,Omnivore,35
2001882364B,Vegan,65
2001882366D,Omnivore,53
2001882392A,Vegetarian,32
2001882420E,Vegan,67
2001882466B,Vegetarian,76
2001882483D,Omnivore,56
2001882632A,Vegetarian,22
2001882633E,Vegetarian,71
2001882760B,Vegetarian,73
2001882764C,Vegetarian,26
2001882772B,Omnivore,42
2001882788D,Vegetarian,58
2001882836B,Omnivore,43
2001882849C,Vegetarian,68
2001882993C,Vegetarian,35
2001883035B,Vegetarian,33
2001883117A,Vegan,68
2001883174C,Vegetarian,25
2001883212D,Vegetarian,22
2001883259D,Omnivore,63
2001883294D,Omnivore,40
2001883319C,Vegetarian,78
2001883435A,Omnivore,32
2001883482E,Vegan,49
2001883491D,Omnivore,52
2001883547E,Omnivore,74
2001883565C,Vegan,70
2001883612A,Omnivore,50
2001883694C,Omnivore,45
2001883776D,Omnivore,61
2001883783B,Omnivore,54
2001883839C,Vegetarian,73
2001883845D,Omnivore,72
2001883858E,Omnivore,49
2001883881E,Omnivore,36
2001883947D,Vegetarian,40
2001884121D,Vegetarian,31
2001884136D,Vegan,76
2001884170A,Vegetarian,56
2001884205C,Vegetarian,61
2001884238E,Vegetarian,68
2001884249A,Vegetarian,67
2001884263C,Vegetarian,65
2001884336D,Vegetarian,63
2001884344E,Vegetarian,76
